"sample","stage","n_cells","Contractile","AMPK_SIRT1_gene","Inflammatory_gene","ECM_gene","AMPK_SIRT1_module","Inflammation_module","ECM_module","pseudotime","stage_code"
"ACom_RR","Ruptured_recurrent",1008,0.081733278109417,0.516572125729234,1.33244093094094,0.399316361598569,0.0425277325103539,0.926828182646697,-0.175346661673494,39.8997820856313,4
"MCA_R1","Ruptured_de_novo",539,0.035633883775013,0.391870601042034,1.00023274233785,0.0572212996681022,0.0385394493506608,0.110126115923585,-0.499889941963311,41.8579339914121,3
"MCA_R2","Ruptured_de_novo",1389,0.213048700985664,0.321580312102273,1.11705756483078,0.875793157427684,0.00237589446215275,0.336726022508876,0.344761748016563,36.0624155514214,3
"PICA_U","Unruptured",6,0,0.212495018033751,0.563878811500326,0,-0.021384853972635,0.0963217855181848,-0.469228611277493,40.4120117569371,2
"STA1","STA",4285,0.308973784538349,0.382987688262783,0.505319327333383,1.60506354783873,-0.0808578520717167,-0.173509810014591,0.103201036567877,15.4302922155634,1
"STA2","STA",4389,0.32435698788228,0.534998783349295,1.16432544549999,1.54136745164631,-0.00296552909295332,0.108418114309038,0.059996094154475,16.6597102264561,1
"STA3","STA",55,1.55907175356474,0.472408510716056,1.1687602423698,1.36255342116289,-0.00287747042377043,0.317496531846778,0.314097772864404,22.3392890864543,1
